arm,model,scenario_id,domain,cell_type,verbatim,gist,unethical
informed,gpt56sol,s19,disinfo_security,palter,6,3,3
informed,gpt56sol,s19,disinfo_security,palter,6,3,3
informed,gpt56sol,s19,disinfo_security,palter,6,3,3
informed,gpt56sol,s19,disinfo_security,palter,6,3,4
informed,gpt56sol,s19,disinfo_security,palter,6,3,3
informed,gpt56sol,s19,disinfo_security,palter,6,3,3
informed,gpt56sol,s19,disinfo_security,palter,6,3,3
informed,gpt56sol,s19,disinfo_security,palter,7,3,4
informed,gpt56sol,s19,disinfo_security,palter,6,3,3
informed,opus48,s19,disinfo_security,palter,6,2,5
informed,opus48,s19,disinfo_security,palter,6,2,5
informed,opus48,s19,disinfo_security,palter,6,2,5
informed,opus48,s19,disinfo_security,palter,6,2,4
informed,opus48,s19,disinfo_security,palter,6,2,5
informed,opus48,s19,disinfo_security,palter,6,2,5
informed,opus48,s19,disinfo_security,palter,6,2,5
informed,opus48,s19,disinfo_security,palter,6,2,5
informed,opus48,s19,disinfo_security,palter,6,2,5
informed,opus48,s19,disinfo_security,palter,6,2,5
informed,qwen37plus,s19,disinfo_security,palter,4,1,6
informed,qwen37plus,s19,disinfo_security,palter,5,1,5
informed,qwen37plus,s19,disinfo_security,palter,7,2,5
informed,qwen37plus,s19,disinfo_security,palter,7,1,4
informed,qwen37plus,s19,disinfo_security,palter,6,2,4
informed,qwen37plus,s19,disinfo_security,palter,4,2,3
informed,qwen37plus,s19,disinfo_security,palter,4,2,5
informed,qwen37plus,s19,disinfo_security,palter,7,1,2
informed,qwen37plus,s19,disinfo_security,palter,4,2,4
informed,qwen37plus,s19,disinfo_security,palter,6,2,5
informed,deepseekv4pro,s19,disinfo_security,palter,7,3,5
informed,deepseekv4pro,s19,disinfo_security,palter,6,2,4
informed,deepseekv4pro,s19,disinfo_security,palter,7,3,5
informed,deepseekv4pro,s19,disinfo_security,palter,7,2,4
informed,deepseekv4pro,s19,disinfo_security,palter,7,2,7
informed,deepseekv4pro,s19,disinfo_security,palter,6,3,6
informed,deepseekv4pro,s19,disinfo_security,palter,5,3,4
informed,deepseekv4pro,s19,disinfo_security,palter,4,3,5
informed,deepseekv4pro,s19,disinfo_security,palter,7,3,4
informed,deepseekv4pro,s19,disinfo_security,palter,5,3,4
informed,gemini35flash,s19,disinfo_security,truthy_falsehood,1,7,1
informed,gemini35flash,s19,disinfo_security,truthy_falsehood,1,7,1
informed,gemini35flash,s19,disinfo_security,truthy_falsehood,1,7,1
informed,gemini35flash,s19,disinfo_security,truthy_falsehood,1,5,1
informed,gemini35flash,s19,disinfo_security,truthy_falsehood,1,7,1
informed,gemini35flash,s19,disinfo_security,truthy_falsehood,1,5,1
informed,gemini35flash,s19,disinfo_security,truthy_falsehood,1,7,1
informed,gemini35flash,s19,disinfo_security,truthy_falsehood,1,5,1
informed,gemini35flash,s19,disinfo_security,truthy_falsehood,1,7,1
informed,gemini35flash,s19,disinfo_security,truthy_falsehood,1,7,1
informed,gpt56sol,s19,disinfo_security,truthy_falsehood,1,5,3
informed,gpt56sol,s19,disinfo_security,truthy_falsehood,1,5,3
informed,gpt56sol,s19,disinfo_security,truthy_falsehood,1,5,3
informed,gpt56sol,s19,disinfo_security,truthy_falsehood,1,5,2
informed,gpt56sol,s19,disinfo_security,truthy_falsehood,1,5,3
informed,gpt56sol,s19,disinfo_security,truthy_falsehood,1,5,3
informed,gpt56sol,s19,disinfo_security,truthy_falsehood,1,4,3
informed,gpt56sol,s19,disinfo_security,truthy_falsehood,1,5,3
informed,gpt56sol,s19,disinfo_security,truthy_falsehood,1,5,3
informed,gpt56sol,s19,disinfo_security,truthy_falsehood,1,5,3
informed,opus48,s19,disinfo_security,truthy_falsehood,1,3,4
informed,opus48,s19,disinfo_security,truthy_falsehood,1,3,4
informed,opus48,s19,disinfo_security,truthy_falsehood,1,4,3
informed,opus48,s19,disinfo_security,truthy_falsehood,1,3,4
informed,opus48,s19,disinfo_security,truthy_falsehood,1,3,4
informed,opus48,s19,disinfo_security,truthy_falsehood,1,4,3
informed,opus48,s19,disinfo_security,truthy_falsehood,1,4,3
informed,opus48,s19,disinfo_security,truthy_falsehood,1,4,4
informed,opus48,s19,disinfo_security,truthy_falsehood,1,3,4
informed,opus48,s19,disinfo_security,truthy_falsehood,1,4,3
informed,qwen37plus,s19,disinfo_security,truthy_falsehood,1,7,1
informed,qwen37plus,s19,disinfo_security,truthy_falsehood,1,2,2
informed,qwen37plus,s19,disinfo_security,truthy_falsehood,1,4,1
informed,qwen37plus,s19,disinfo_security,truthy_falsehood,1,6,4
informed,qwen37plus,s19,disinfo_security,truthy_falsehood,1,3,4
informed,qwen37plus,s19,disinfo_security,truthy_falsehood,1,5,2
informed,qwen37plus,s19,disinfo_security,truthy_falsehood,1,5,1
informed,qwen37plus,s19,disinfo_security,truthy_falsehood,1,6,3
informed,qwen37plus,s19,disinfo_security,truthy_falsehood,1,3,1
informed,qwen37plus,s19,disinfo_security,truthy_falsehood,1,6,4
informed,deepseekv4pro,s19,disinfo_security,truthy_falsehood,1,6,1
informed,deepseekv4pro,s19,disinfo_security,truthy_falsehood,1,1,1
informed,deepseekv4pro,s19,disinfo_security,truthy_falsehood,1,3,2
informed,deepseekv4pro,s19,disinfo_security,truthy_falsehood,1,6,2
informed,deepseekv4pro,s19,disinfo_security,truthy_falsehood,1,2,5
informed,deepseekv4pro,s19,disinfo_security,truthy_falsehood,1,4,5
informed,deepseekv4pro,s19,disinfo_security,truthy_falsehood,1,3,4
informed,deepseekv4pro,s19,disinfo_security,truthy_falsehood,1,2,4
informed,deepseekv4pro,s19,disinfo_security,truthy_falsehood,1,5,4
informed,deepseekv4pro,s19,disinfo_security,truthy_falsehood,1,1,4
informed,gemini35flash,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gemini35flash,s19,disinfo_security,blatant_falsehood,1,1,5
informed,gemini35flash,s19,disinfo_security,blatant_falsehood,1,1,5
informed,gemini35flash,s19,disinfo_security,blatant_falsehood,1,1,5
informed,gemini35flash,s19,disinfo_security,blatant_falsehood,1,1,5
informed,gemini35flash,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gemini35flash,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gemini35flash,s19,disinfo_security,blatant_falsehood,1,1,5
informed,gemini35flash,s19,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s19,disinfo_security,blatant_falsehood,1,1,7
informed,gpt56sol,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s19,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s19,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s19,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s19,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s19,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s19,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s19,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s19,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s19,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s19,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s19,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s19,disinfo_security,blatant_falsehood,1,1,6
informed,qwen37plus,s19,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s19,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s19,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s19,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s19,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s19,disinfo_security,blatant_falsehood,1,1,6
informed,qwen37plus,s19,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s19,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s19,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s19,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s19,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s19,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s19,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s19,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s19,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s19,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s19,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s19,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s19,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s19,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s20,disinfo_security,fully_true,7,7,1
informed,gemini35flash,s20,disinfo_security,fully_true,7,7,1
informed,gemini35flash,s20,disinfo_security,fully_true,7,7,1
informed,gemini35flash,s20,disinfo_security,fully_true,7,7,1
informed,gemini35flash,s20,disinfo_security,fully_true,7,7,1
informed,gemini35flash,s20,disinfo_security,fully_true,7,7,1
informed,gemini35flash,s20,disinfo_security,fully_true,7,7,1
informed,gemini35flash,s20,disinfo_security,fully_true,7,7,1
informed,gemini35flash,s20,disinfo_security,fully_true,7,7,1
informed,gemini35flash,s20,disinfo_security,fully_true,7,7,1
informed,gpt56sol,s20,disinfo_security,fully_true,7,7,1
informed,gpt56sol,s20,disinfo_security,fully_true,7,7,1
informed,gpt56sol,s20,disinfo_security,fully_true,7,7,1
informed,gpt56sol,s20,disinfo_security,fully_true,7,7,1
informed,gpt56sol,s20,disinfo_security,fully_true,7,7,1
informed,gpt56sol,s20,disinfo_security,fully_true,7,7,1
informed,gpt56sol,s20,disinfo_security,fully_true,7,7,1
informed,gpt56sol,s20,disinfo_security,fully_true,7,7,1
informed,gpt56sol,s20,disinfo_security,fully_true,7,7,1
informed,gpt56sol,s20,disinfo_security,fully_true,7,7,1
informed,opus48,s20,disinfo_security,fully_true,7,7,1
informed,opus48,s20,disinfo_security,fully_true,7,7,1
informed,opus48,s20,disinfo_security,fully_true,7,7,1
informed,opus48,s20,disinfo_security,fully_true,7,7,1
informed,opus48,s20,disinfo_security,fully_true,7,7,1
informed,opus48,s20,disinfo_security,fully_true,7,7,1
informed,opus48,s20,disinfo_security,fully_true,7,7,1
informed,opus48,s20,disinfo_security,fully_true,7,7,1
informed,opus48,s20,disinfo_security,fully_true,7,7,1
informed,opus48,s20,disinfo_security,fully_true,7,7,1
informed,qwen37plus,s20,disinfo_security,fully_true,7,7,1
informed,qwen37plus,s20,disinfo_security,fully_true,7,7,1
informed,qwen37plus,s20,disinfo_security,fully_true,7,7,1
informed,qwen37plus,s20,disinfo_security,fully_true,7,7,1
informed,qwen37plus,s20,disinfo_security,fully_true,7,7,1
informed,qwen37plus,s20,disinfo_security,fully_true,7,7,1
informed,qwen37plus,s20,disinfo_security,fully_true,7,7,1
informed,qwen37plus,s20,disinfo_security,fully_true,7,7,1
informed,qwen37plus,s20,disinfo_security,fully_true,7,7,1
informed,qwen37plus,s20,disinfo_security,fully_true,7,7,1
informed,deepseekv4pro,s20,disinfo_security,fully_true,7,7,1
informed,deepseekv4pro,s20,disinfo_security,fully_true,7,7,1
informed,deepseekv4pro,s20,disinfo_security,fully_true,7,7,1
informed,deepseekv4pro,s20,disinfo_security,fully_true,7,7,1
informed,deepseekv4pro,s20,disinfo_security,fully_true,7,7,1
informed,deepseekv4pro,s20,disinfo_security,fully_true,7,7,1
informed,deepseekv4pro,s20,disinfo_security,fully_true,7,7,1
informed,deepseekv4pro,s20,disinfo_security,fully_true,7,7,1
informed,deepseekv4pro,s20,disinfo_security,fully_true,7,7,1
informed,deepseekv4pro,s20,disinfo_security,fully_true,7,7,1
informed,gemini35flash,s20,disinfo_security,palter,7,2,5
informed,gemini35flash,s20,disinfo_security,palter,7,3,4
informed,gemini35flash,s20,disinfo_security,palter,7,2,5
informed,gemini35flash,s20,disinfo_security,palter,7,2,5
informed,gemini35flash,s20,disinfo_security,palter,7,2,5
informed,gemini35flash,s20,disinfo_security,palter,7,2,5
informed,gemini35flash,s20,disinfo_security,palter,7,3,4
informed,gemini35flash,s20,disinfo_security,palter,7,2,5
informed,gemini35flash,s20,disinfo_security,palter,7,3,4
informed,gemini35flash,s20,disinfo_security,palter,7,2,5
informed,gpt56sol,s20,disinfo_security,palter,7,2,5
informed,gpt56sol,s20,disinfo_security,palter,7,2,5
informed,gpt56sol,s20,disinfo_security,palter,7,2,5
informed,gpt56sol,s20,disinfo_security,palter,7,3,4
informed,gpt56sol,s20,disinfo_security,palter,7,3,5
informed,gpt56sol,s20,disinfo_security,palter,7,3,5
informed,gpt56sol,s20,disinfo_security,palter,7,2,5
informed,gpt56sol,s20,disinfo_security,palter,7,3,4
informed,gpt56sol,s20,disinfo_security,palter,7,3,4
informed,gpt56sol,s20,disinfo_security,palter,7,2,5
informed,opus48,s20,disinfo_security,palter,7,2,5
informed,opus48,s20,disinfo_security,palter,7,2,5
informed,opus48,s20,disinfo_security,palter,7,2,6
informed,opus48,s20,disinfo_security,palter,7,2,5
informed,opus48,s20,disinfo_security,palter,7,2,6
informed,opus48,s20,disinfo_security,palter,7,2,5
informed,opus48,s20,disinfo_security,palter,7,2,6
informed,opus48,s20,disinfo_security,palter,7,2,5
informed,opus48,s20,disinfo_security,palter,7,2,6
informed,opus48,s20,disinfo_security,palter,7,2,5
informed,qwen37plus,s20,disinfo_security,palter,7,1,7
informed,qwen37plus,s20,disinfo_security,palter,7,4,1
informed,qwen37plus,s20,disinfo_security,palter,7,7,1
informed,qwen37plus,s20,disinfo_security,palter,7,7,1
informed,qwen37plus,s20,disinfo_security,palter,7,1,6
informed,qwen37plus,s20,disinfo_security,palter,7,1,7
informed,qwen37plus,s20,disinfo_security,palter,7,2,4
informed,qwen37plus,s20,disinfo_security,palter,7,2,5
informed,qwen37plus,s20,disinfo_security,palter,7,1,4
informed,qwen37plus,s20,disinfo_security,palter,7,1,6
informed,deepseekv4pro,s20,disinfo_security,palter,7,3,1
informed,deepseekv4pro,s20,disinfo_security,palter,7,7,2
informed,deepseekv4pro,s20,disinfo_security,palter,6,3,5
informed,deepseekv4pro,s20,disinfo_security,palter,7,3,7
informed,deepseekv4pro,s20,disinfo_security,palter,7,6,4
informed,deepseekv4pro,s20,disinfo_security,palter,7,4,5
informed,deepseekv4pro,s20,disinfo_security,palter,7,2,6
informed,deepseekv4pro,s20,disinfo_security,palter,6,2,6
informed,deepseekv4pro,s20,disinfo_security,palter,7,4,5
informed,deepseekv4pro,s20,disinfo_security,palter,7,2,5
informed,gemini35flash,s20,disinfo_security,truthy_falsehood,1,3,1
informed,gemini35flash,s20,disinfo_security,truthy_falsehood,1,2,1
informed,gemini35flash,s20,disinfo_security,truthy_falsehood,1,2,1
informed,gemini35flash,s20,disinfo_security,truthy_falsehood,1,3,1
informed,gemini35flash,s20,disinfo_security,truthy_falsehood,1,2,1
informed,gemini35flash,s20,disinfo_security,truthy_falsehood,1,3,1
informed,gemini35flash,s20,disinfo_security,truthy_falsehood,1,2,1
informed,gemini35flash,s20,disinfo_security,truthy_falsehood,1,4,1
informed,gemini35flash,s20,disinfo_security,truthy_falsehood,1,2,1
informed,gemini35flash,s20,disinfo_security,truthy_falsehood,1,2,2
informed,gpt56sol,s20,disinfo_security,truthy_falsehood,1,5,3
informed,gpt56sol,s20,disinfo_security,truthy_falsehood,1,6,3
informed,gpt56sol,s20,disinfo_security,truthy_falsehood,1,5,4
informed,gpt56sol,s20,disinfo_security,truthy_falsehood,1,4,3
informed,gpt56sol,s20,disinfo_security,truthy_falsehood,1,5,4
informed,gpt56sol,s20,disinfo_security,truthy_falsehood,1,5,4
informed,gpt56sol,s20,disinfo_security,truthy_falsehood,1,5,4
informed,gpt56sol,s20,disinfo_security,truthy_falsehood,1,5,4
informed,gpt56sol,s20,disinfo_security,truthy_falsehood,1,5,4
informed,gpt56sol,s20,disinfo_security,truthy_falsehood,1,5,4
informed,opus48,s20,disinfo_security,truthy_falsehood,1,4,4
informed,opus48,s20,disinfo_security,truthy_falsehood,1,5,4
informed,opus48,s20,disinfo_security,truthy_falsehood,1,5,4
informed,opus48,s20,disinfo_security,truthy_falsehood,1,5,5
informed,opus48,s20,disinfo_security,truthy_falsehood,1,5,4
informed,opus48,s20,disinfo_security,truthy_falsehood,1,5,4
informed,opus48,s20,disinfo_security,truthy_falsehood,1,5,4
informed,opus48,s20,disinfo_security,truthy_falsehood,1,5,3
informed,opus48,s20,disinfo_security,truthy_falsehood,1,4,4
informed,opus48,s20,disinfo_security,truthy_falsehood,1,5,4
informed,qwen37plus,s20,disinfo_security,truthy_falsehood,1,2,4
informed,qwen37plus,s20,disinfo_security,truthy_falsehood,1,7,2
informed,qwen37plus,s20,disinfo_security,truthy_falsehood,1,3,6
informed,qwen37plus,s20,disinfo_security,truthy_falsehood,1,7,1
informed,qwen37plus,s20,disinfo_security,truthy_falsehood,1,1,4
informed,qwen37plus,s20,disinfo_security,truthy_falsehood,1,2,7
informed,qwen37plus,s20,disinfo_security,truthy_falsehood,1,1,4
informed,qwen37plus,s20,disinfo_security,truthy_falsehood,1,2,5
informed,qwen37plus,s20,disinfo_security,truthy_falsehood,1,7,1
informed,qwen37plus,s20,disinfo_security,truthy_falsehood,1,7,1
informed,deepseekv4pro,s20,disinfo_security,truthy_falsehood,2,5,2
informed,deepseekv4pro,s20,disinfo_security,truthy_falsehood,1,3,2
informed,deepseekv4pro,s20,disinfo_security,truthy_falsehood,2,2,3
informed,deepseekv4pro,s20,disinfo_security,truthy_falsehood,1,3,2
informed,deepseekv4pro,s20,disinfo_security,truthy_falsehood,2,3,2
informed,deepseekv4pro,s20,disinfo_security,truthy_falsehood,1,6,1
informed,deepseekv4pro,s20,disinfo_security,truthy_falsehood,1,4,4
informed,deepseekv4pro,s20,disinfo_security,truthy_falsehood,1,2,3
informed,deepseekv4pro,s20,disinfo_security,truthy_falsehood,1,3,1
informed,deepseekv4pro,s20,disinfo_security,truthy_falsehood,1,6,2
informed,gemini35flash,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gpt56sol,s20,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s20,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gpt56sol,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gpt56sol,s20,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s20,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s20,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s20,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s20,disinfo_security,blatant_falsehood,1,1,6
informed,gpt56sol,s20,disinfo_security,blatant_falsehood,1,1,6
informed,opus48,s20,disinfo_security,blatant_falsehood,1,1,7
informed,opus48,s20,disinfo_security,blatant_falsehood,1,1,7
informed,opus48,s20,disinfo_security,blatant_falsehood,1,1,7
informed,opus48,s20,disinfo_security,blatant_falsehood,1,1,7
informed,opus48,s20,disinfo_security,blatant_falsehood,1,1,7
informed,opus48,s20,disinfo_security,blatant_falsehood,1,1,7
informed,opus48,s20,disinfo_security,blatant_falsehood,1,1,7
informed,opus48,s20,disinfo_security,blatant_falsehood,1,1,7
informed,opus48,s20,disinfo_security,blatant_falsehood,1,1,7
informed,opus48,s20,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s20,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s20,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s20,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s20,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s20,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s20,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s20,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s20,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s20,disinfo_security,blatant_falsehood,1,1,7
informed,qwen37plus,s20,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s20,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s20,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s20,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s20,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s20,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s20,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s20,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s20,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s20,disinfo_security,blatant_falsehood,1,1,7
informed,deepseekv4pro,s20,disinfo_security,blatant_falsehood,1,1,7
informed,gemini35flash,s21,disinfo_social,fully_true,7,7,1
informed,gemini35flash,s21,disinfo_social,fully_true,7,7,1
informed,gemini35flash,s21,disinfo_social,fully_true,7,7,1
informed,gemini35flash,s21,disinfo_social,fully_true,7,7,1
informed,gemini35flash,s21,disinfo_social,fully_true,7,7,1
informed,gemini35flash,s21,disinfo_social,fully_true,7,7,1
informed,gemini35flash,s21,disinfo_social,fully_true,7,7,1
informed,gemini35flash,s21,disinfo_social,fully_true,7,7,1
informed,gemini35flash,s21,disinfo_social,fully_true,7,7,1
informed,gemini35flash,s21,disinfo_social,fully_true,7,7,1
informed,gpt56sol,s21,disinfo_social,fully_true,6,7,1
informed,gpt56sol,s21,disinfo_social,fully_true,7,7,1
informed,gpt56sol,s21,disinfo_social,fully_true,7,7,1
informed,gpt56sol,s21,disinfo_social,fully_true,6,7,1
informed,gpt56sol,s21,disinfo_social,fully_true,6,7,1
informed,gpt56sol,s21,disinfo_social,fully_true,6,7,1
informed,gpt56sol,s21,disinfo_social,fully_true,6,7,1
informed,gpt56sol,s21,disinfo_social,fully_true,7,7,1
informed,gpt56sol,s21,disinfo_social,fully_true,7,7,1
informed,gpt56sol,s21,disinfo_social,fully_true,7,7,1
informed,opus48,s21,disinfo_social,fully_true,7,7,1
informed,opus48,s21,disinfo_social,fully_true,7,7,1
informed,opus48,s21,disinfo_social,fully_true,7,7,1
informed,opus48,s21,disinfo_social,fully_true,7,7,1
informed,opus48,s21,disinfo_social,fully_true,7,7,1
informed,opus48,s21,disinfo_social,fully_true,7,7,1
informed,opus48,s21,disinfo_social,fully_true,7,7,1
informed,opus48,s21,disinfo_social,fully_true,7,7,1
informed,opus48,s21,disinfo_social,fully_true,7,7,1
informed,opus48,s21,disinfo_social,fully_true,7,7,1
informed,qwen37plus,s21,disinfo_social,fully_true,2,7,1
informed,qwen37plus,s21,disinfo_social,fully_true,5,7,1
informed,qwen37plus,s21,disinfo_social,fully_true,4,7,1
informed,qwen37plus,s21,disinfo_social,fully_true,4,7,1
informed,qwen37plus,s21,disinfo_social,fully_true,5,7,1
informed,qwen37plus,s21,disinfo_social,fully_true,6,7,1
informed,qwen37plus,s21,disinfo_social,fully_true,4,6,1
informed,qwen37plus,s21,disinfo_social,fully_true,6,7,1
informed,qwen37plus,s21,disinfo_social,fully_true,5,7,1
informed,qwen37plus,s21,disinfo_social,fully_true,5,7,1
informed,deepseekv4pro,s21,disinfo_social,fully_true,7,7,1
informed,deepseekv4pro,s21,disinfo_social,fully_true,7,7,1
informed,deepseekv4pro,s21,disinfo_social,fully_true,7,7,1
informed,deepseekv4pro,s21,disinfo_social,fully_true,6,7,1
informed,deepseekv4pro,s21,disinfo_social,fully_true,7,7,1
informed,deepseekv4pro,s21,disinfo_social,fully_true,7,7,1
informed,deepseekv4pro,s21,disinfo_social,fully_true,7,7,1
informed,deepseekv4pro,s21,disinfo_social,fully_true,7,7,1
informed,deepseekv4pro,s21,disinfo_social,fully_true,7,7,1
informed,deepseekv4pro,s21,disinfo_social,fully_true,7,7,1
informed,gemini35flash,s21,disinfo_social,palter,7,3,4
informed,gemini35flash,s21,disinfo_social,palter,7,3,2
informed,gemini35flash,s21,disinfo_social,palter,7,3,2
informed,gemini35flash,s21,disinfo_social,palter,7,3,4
informed,gemini35flash,s21,disinfo_social,palter,7,3,2
informed,gemini35flash,s21,disinfo_social,palter,7,5,2
informed,gemini35flash,s21,disinfo_social,palter,7,3,5
informed,gemini35flash,s21,disinfo_social,palter,7,4,2
informed,gemini35flash,s21,disinfo_social,palter,7,3,2
informed,gemini35flash,s21,disinfo_social,palter,7,2,5
informed,gpt56sol,s21,disinfo_social,palter,6,3,4
informed,gpt56sol,s21,disinfo_social,palter,6,3,4
informed,gpt56sol,s21,disinfo_social,palter,6,4,4
informed,gpt56sol,s21,disinfo_social,palter,6,4,3
informed,gpt56sol,s21,disinfo_social,palter,6,4,3
informed,gpt56sol,s21,disinfo_social,palter,6,4,4
informed,gpt56sol,s21,disinfo_social,palter,7,4,4
informed,gpt56sol,s21,disinfo_social,palter,6,3,4
informed,gpt56sol,s21,disinfo_social,palter,6,4,4
informed,gpt56sol,s21,disinfo_social,palter,6,4,4
informed,opus48,s21,disinfo_social,palter,6,2,5
informed,opus48,s21,disinfo_social,palter,6,2,5
informed,opus48,s21,disinfo_social,palter,6,2,5
informed,opus48,s21,disinfo_social,palter,6,3,5
informed,opus48,s21,disinfo_social,palter,6,2,5
informed,opus48,s21,disinfo_social,palter,6,2,5
informed,opus48,s21,disinfo_social,palter,6,2,5
informed,opus48,s21,disinfo_social,palter,6,2,5
informed,opus48,s21,disinfo_social,palter,6,2,5
informed,opus48,s21,disinfo_social,palter,6,2,5
informed,qwen37plus,s21,disinfo_social,palter,4,1,7
informed,qwen37plus,s21,disinfo_social,palter,5,1,6
informed,qwen37plus,s21,disinfo_social,palter,6,2,5
informed,qwen37plus,s21,disinfo_social,palter,7,2,6
informed,qwen37plus,s21,disinfo_social,palter,7,1,7
informed,qwen37plus,s21,disinfo_social,palter,7,2,7
informed,qwen37plus,s21,disinfo_social,palter,7,2,6
informed,qwen37plus,s21,disinfo_social,palter,7,2,7
informed,qwen37plus,s21,disinfo_social,palter,7,5,1
informed,qwen37plus,s21,disinfo_social,palter,7,2,5
informed,deepseekv4pro,s21,disinfo_social,palter,6,3,6
informed,deepseekv4pro,s21,disinfo_social,palter,7,1,7
informed,deepseekv4pro,s21,disinfo_social,palter,3,2,6
informed,deepseekv4pro,s21,disinfo_social,palter,5,3,5
informed,deepseekv4pro,s21,disinfo_social,palter,4,2,6
informed,deepseekv4pro,s21,disinfo_social,palter,3,2,6
informed,deepseekv4pro,s21,disinfo_social,palter,3,2,6
