cond,model,scenario_id,cell_type,unethical
with V/G prompting,gemini3pro,s26,palter,5
with V/G prompting,gemini3pro,s26,palter,5
with V/G prompting,gemini3pro,s26,palter,5
with V/G prompting,gemini3pro,s26,palter,5
with V/G prompting,gemini3pro,s26,palter,5
with V/G prompting,gpt55,s26,truthy_falsehood,3
with V/G prompting,gpt55,s26,truthy_falsehood,3
with V/G prompting,gpt55,s26,truthy_falsehood,4
with V/G prompting,gpt55,s26,truthy_falsehood,3
with V/G prompting,gpt55,s26,truthy_falsehood,3
with V/G prompting,gpt55,s26,truthy_falsehood,3
with V/G prompting,gpt55,s26,truthy_falsehood,4
with V/G prompting,gpt55,s26,truthy_falsehood,3
with V/G prompting,gpt55,s26,truthy_falsehood,4
with V/G prompting,gpt55,s26,truthy_falsehood,3
with V/G prompting,opus48,s26,truthy_falsehood,3
with V/G prompting,opus48,s26,truthy_falsehood,3
with V/G prompting,opus48,s26,truthy_falsehood,4
with V/G prompting,opus48,s26,truthy_falsehood,3
with V/G prompting,opus48,s26,truthy_falsehood,3
with V/G prompting,opus48,s26,truthy_falsehood,4
with V/G prompting,opus48,s26,truthy_falsehood,4
with V/G prompting,opus48,s26,truthy_falsehood,4
with V/G prompting,opus48,s26,truthy_falsehood,4
with V/G prompting,opus48,s26,truthy_falsehood,3
with V/G prompting,gemini3pro,s26,truthy_falsehood,2
with V/G prompting,gemini3pro,s26,truthy_falsehood,2
with V/G prompting,gemini3pro,s26,truthy_falsehood,2
with V/G prompting,gemini3pro,s26,truthy_falsehood,1
with V/G prompting,gemini3pro,s26,truthy_falsehood,2
with V/G prompting,gemini3pro,s26,truthy_falsehood,2
with V/G prompting,gemini3pro,s26,truthy_falsehood,2
with V/G prompting,gemini3pro,s26,truthy_falsehood,2
with V/G prompting,gemini3pro,s26,truthy_falsehood,2
with V/G prompting,gemini3pro,s26,truthy_falsehood,2
with V/G prompting,gpt55,s26,blatant_falsehood,7
with V/G prompting,gpt55,s26,blatant_falsehood,7
with V/G prompting,gpt55,s26,blatant_falsehood,7
with V/G prompting,gpt55,s26,blatant_falsehood,7
with V/G prompting,gpt55,s26,blatant_falsehood,7
with V/G prompting,gpt55,s26,blatant_falsehood,7
with V/G prompting,gpt55,s26,blatant_falsehood,7
with V/G prompting,gpt55,s26,blatant_falsehood,7
with V/G prompting,gpt55,s26,blatant_falsehood,7
with V/G prompting,gpt55,s26,blatant_falsehood,7
with V/G prompting,opus48,s26,blatant_falsehood,6
with V/G prompting,opus48,s26,blatant_falsehood,6
with V/G prompting,opus48,s26,blatant_falsehood,6
with V/G prompting,opus48,s26,blatant_falsehood,6
with V/G prompting,opus48,s26,blatant_falsehood,6
with V/G prompting,opus48,s26,blatant_falsehood,6
with V/G prompting,opus48,s26,blatant_falsehood,6
with V/G prompting,opus48,s26,blatant_falsehood,6
with V/G prompting,opus48,s26,blatant_falsehood,6
with V/G prompting,opus48,s26,blatant_falsehood,6
with V/G prompting,gemini3pro,s26,blatant_falsehood,7
with V/G prompting,gemini3pro,s26,blatant_falsehood,7
with V/G prompting,gemini3pro,s26,blatant_falsehood,7
with V/G prompting,gemini3pro,s26,blatant_falsehood,7
with V/G prompting,gemini3pro,s26,blatant_falsehood,7
with V/G prompting,gemini3pro,s26,blatant_falsehood,7
with V/G prompting,gemini3pro,s26,blatant_falsehood,7
with V/G prompting,gemini3pro,s26,blatant_falsehood,7
with V/G prompting,gemini3pro,s26,blatant_falsehood,7
with V/G prompting,gemini3pro,s26,blatant_falsehood,7
ethics-only (U alone),gpt55,s1,fully_true,1
ethics-only (U alone),gpt55,s1,fully_true,1
ethics-only (U alone),gpt55,s1,fully_true,1
ethics-only (U alone),gpt55,s1,fully_true,1
ethics-only (U alone),gpt55,s1,fully_true,1
ethics-only (U alone),gpt55,s1,fully_true,1
ethics-only (U alone),gpt55,s1,fully_true,1
ethics-only (U alone),gpt55,s1,fully_true,1
ethics-only (U alone),gpt55,s1,fully_true,1
ethics-only (U alone),gpt55,s1,fully_true,1
ethics-only (U alone),opus48,s1,fully_true,1
ethics-only (U alone),opus48,s1,fully_true,1
ethics-only (U alone),opus48,s1,fully_true,1
ethics-only (U alone),opus48,s1,fully_true,1
ethics-only (U alone),opus48,s1,fully_true,1
ethics-only (U alone),opus48,s1,fully_true,1
ethics-only (U alone),opus48,s1,fully_true,1
ethics-only (U alone),opus48,s1,fully_true,1
ethics-only (U alone),opus48,s1,fully_true,1
ethics-only (U alone),opus48,s1,fully_true,1
ethics-only (U alone),gemini3pro,s1,fully_true,1
ethics-only (U alone),gemini3pro,s1,fully_true,1
ethics-only (U alone),gemini3pro,s1,fully_true,1
ethics-only (U alone),gemini3pro,s1,fully_true,1
ethics-only (U alone),gemini3pro,s1,fully_true,1
ethics-only (U alone),gemini3pro,s1,fully_true,1
ethics-only (U alone),gemini3pro,s1,fully_true,1
ethics-only (U alone),gemini3pro,s1,fully_true,1
ethics-only (U alone),gemini3pro,s1,fully_true,1
ethics-only (U alone),gemini3pro,s1,fully_true,1
ethics-only (U alone),gpt55,s1,palter,4
ethics-only (U alone),gpt55,s1,palter,4
ethics-only (U alone),gpt55,s1,palter,4
ethics-only (U alone),gpt55,s1,palter,4
ethics-only (U alone),gpt55,s1,palter,4
ethics-only (U alone),gpt55,s1,palter,4
ethics-only (U alone),gpt55,s1,palter,4
ethics-only (U alone),gpt55,s1,palter,3
ethics-only (U alone),gpt55,s1,palter,4
ethics-only (U alone),gpt55,s1,palter,4
ethics-only (U alone),opus48,s1,palter,5
ethics-only (U alone),opus48,s1,palter,5
ethics-only (U alone),opus48,s1,palter,5
ethics-only (U alone),opus48,s1,palter,5
ethics-only (U alone),opus48,s1,palter,5
ethics-only (U alone),opus48,s1,palter,5
ethics-only (U alone),opus48,s1,palter,5
ethics-only (U alone),opus48,s1,palter,5
ethics-only (U alone),opus48,s1,palter,5
ethics-only (U alone),opus48,s1,palter,5
ethics-only (U alone),gemini3pro,s1,palter,1
ethics-only (U alone),gemini3pro,s1,palter,4
ethics-only (U alone),gemini3pro,s1,palter,4
ethics-only (U alone),gemini3pro,s1,palter,2
ethics-only (U alone),gemini3pro,s1,palter,1
ethics-only (U alone),gemini3pro,s1,palter,3
ethics-only (U alone),gemini3pro,s1,palter,2
ethics-only (U alone),gemini3pro,s1,palter,4
ethics-only (U alone),gemini3pro,s1,palter,3
ethics-only (U alone),gemini3pro,s1,palter,2
ethics-only (U alone),gpt55,s1,truthy_falsehood,4
ethics-only (U alone),gpt55,s1,truthy_falsehood,4
ethics-only (U alone),gpt55,s1,truthy_falsehood,4
ethics-only (U alone),gpt55,s1,truthy_falsehood,4
ethics-only (U alone),gpt55,s1,truthy_falsehood,4
ethics-only (U alone),gpt55,s1,truthy_falsehood,5
ethics-only (U alone),gpt55,s1,truthy_falsehood,4
ethics-only (U alone),gpt55,s1,truthy_falsehood,5
ethics-only (U alone),gpt55,s1,truthy_falsehood,4
ethics-only (U alone),gpt55,s1,truthy_falsehood,4
ethics-only (U alone),opus48,s1,truthy_falsehood,5
ethics-only (U alone),opus48,s1,truthy_falsehood,5
ethics-only (U alone),opus48,s1,truthy_falsehood,5
ethics-only (U alone),opus48,s1,truthy_falsehood,5
ethics-only (U alone),opus48,s1,truthy_falsehood,5
ethics-only (U alone),opus48,s1,truthy_falsehood,5
ethics-only (U alone),opus48,s1,truthy_falsehood,5
ethics-only (U alone),opus48,s1,truthy_falsehood,5
ethics-only (U alone),opus48,s1,truthy_falsehood,5
ethics-only (U alone),opus48,s1,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s1,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s1,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s1,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s1,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s1,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s1,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s1,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s1,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s1,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s1,truthy_falsehood,4
ethics-only (U alone),gpt55,s1,blatant_falsehood,6
ethics-only (U alone),gpt55,s1,blatant_falsehood,6
ethics-only (U alone),gpt55,s1,blatant_falsehood,6
ethics-only (U alone),gpt55,s1,blatant_falsehood,6
ethics-only (U alone),gpt55,s1,blatant_falsehood,6
ethics-only (U alone),gpt55,s1,blatant_falsehood,6
ethics-only (U alone),gpt55,s1,blatant_falsehood,6
ethics-only (U alone),gpt55,s1,blatant_falsehood,6
ethics-only (U alone),gpt55,s1,blatant_falsehood,6
ethics-only (U alone),gpt55,s1,blatant_falsehood,6
ethics-only (U alone),opus48,s1,blatant_falsehood,6
ethics-only (U alone),opus48,s1,blatant_falsehood,6
ethics-only (U alone),opus48,s1,blatant_falsehood,6
ethics-only (U alone),opus48,s1,blatant_falsehood,6
ethics-only (U alone),opus48,s1,blatant_falsehood,6
ethics-only (U alone),opus48,s1,blatant_falsehood,6
ethics-only (U alone),opus48,s1,blatant_falsehood,6
ethics-only (U alone),opus48,s1,blatant_falsehood,6
ethics-only (U alone),opus48,s1,blatant_falsehood,6
ethics-only (U alone),opus48,s1,blatant_falsehood,6
ethics-only (U alone),gemini3pro,s1,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s1,blatant_falsehood,6
ethics-only (U alone),gemini3pro,s1,blatant_falsehood,6
ethics-only (U alone),gemini3pro,s1,blatant_falsehood,6
ethics-only (U alone),gemini3pro,s1,blatant_falsehood,6
ethics-only (U alone),gemini3pro,s1,blatant_falsehood,6
ethics-only (U alone),gemini3pro,s1,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s1,blatant_falsehood,6
ethics-only (U alone),gemini3pro,s1,blatant_falsehood,6
ethics-only (U alone),gemini3pro,s1,blatant_falsehood,7
ethics-only (U alone),gpt55,s2,fully_true,1
ethics-only (U alone),gpt55,s2,fully_true,1
ethics-only (U alone),gpt55,s2,fully_true,1
ethics-only (U alone),gpt55,s2,fully_true,1
ethics-only (U alone),gpt55,s2,fully_true,1
ethics-only (U alone),gpt55,s2,fully_true,1
ethics-only (U alone),gpt55,s2,fully_true,1
ethics-only (U alone),gpt55,s2,fully_true,1
ethics-only (U alone),gpt55,s2,fully_true,1
ethics-only (U alone),gpt55,s2,fully_true,1
ethics-only (U alone),opus48,s2,fully_true,1
ethics-only (U alone),opus48,s2,fully_true,1
ethics-only (U alone),opus48,s2,fully_true,1
ethics-only (U alone),opus48,s2,fully_true,1
ethics-only (U alone),opus48,s2,fully_true,1
ethics-only (U alone),opus48,s2,fully_true,1
ethics-only (U alone),opus48,s2,fully_true,1
ethics-only (U alone),opus48,s2,fully_true,1
ethics-only (U alone),opus48,s2,fully_true,1
ethics-only (U alone),opus48,s2,fully_true,1
ethics-only (U alone),gemini3pro,s2,fully_true,1
ethics-only (U alone),gemini3pro,s2,fully_true,1
ethics-only (U alone),gemini3pro,s2,fully_true,1
ethics-only (U alone),gemini3pro,s2,fully_true,1
ethics-only (U alone),gemini3pro,s2,fully_true,1
ethics-only (U alone),gemini3pro,s2,fully_true,1
ethics-only (U alone),gemini3pro,s2,fully_true,1
ethics-only (U alone),gemini3pro,s2,fully_true,1
ethics-only (U alone),gemini3pro,s2,fully_true,1
ethics-only (U alone),gemini3pro,s2,fully_true,1
ethics-only (U alone),gpt55,s2,palter,1
ethics-only (U alone),gpt55,s2,palter,1
ethics-only (U alone),gpt55,s2,palter,1
ethics-only (U alone),gpt55,s2,palter,1
ethics-only (U alone),gpt55,s2,palter,1
ethics-only (U alone),gpt55,s2,palter,1
ethics-only (U alone),gpt55,s2,palter,1
ethics-only (U alone),gpt55,s2,palter,1
ethics-only (U alone),gpt55,s2,palter,1
ethics-only (U alone),gpt55,s2,palter,1
ethics-only (U alone),opus48,s2,palter,3
ethics-only (U alone),opus48,s2,palter,3
ethics-only (U alone),opus48,s2,palter,3
ethics-only (U alone),opus48,s2,palter,3
ethics-only (U alone),opus48,s2,palter,3
ethics-only (U alone),opus48,s2,palter,3
ethics-only (U alone),opus48,s2,palter,3
ethics-only (U alone),opus48,s2,palter,3
ethics-only (U alone),opus48,s2,palter,3
ethics-only (U alone),opus48,s2,palter,3
ethics-only (U alone),gemini3pro,s2,palter,1
ethics-only (U alone),gemini3pro,s2,palter,1
ethics-only (U alone),gemini3pro,s2,palter,1
ethics-only (U alone),gemini3pro,s2,palter,1
ethics-only (U alone),gemini3pro,s2,palter,1
ethics-only (U alone),gemini3pro,s2,palter,1
ethics-only (U alone),gemini3pro,s2,palter,1
ethics-only (U alone),gemini3pro,s2,palter,1
ethics-only (U alone),gemini3pro,s2,palter,1
ethics-only (U alone),gemini3pro,s2,palter,1
ethics-only (U alone),gpt55,s2,truthy_falsehood,5
ethics-only (U alone),gpt55,s2,truthy_falsehood,4
ethics-only (U alone),gpt55,s2,truthy_falsehood,4
ethics-only (U alone),gpt55,s2,truthy_falsehood,4
ethics-only (U alone),gpt55,s2,truthy_falsehood,4
ethics-only (U alone),gpt55,s2,truthy_falsehood,4
ethics-only (U alone),gpt55,s2,truthy_falsehood,4
ethics-only (U alone),gpt55,s2,truthy_falsehood,4
ethics-only (U alone),gpt55,s2,truthy_falsehood,4
ethics-only (U alone),gpt55,s2,truthy_falsehood,4
ethics-only (U alone),opus48,s2,truthy_falsehood,3
ethics-only (U alone),opus48,s2,truthy_falsehood,3
ethics-only (U alone),opus48,s2,truthy_falsehood,4
ethics-only (U alone),opus48,s2,truthy_falsehood,3
ethics-only (U alone),opus48,s2,truthy_falsehood,4
ethics-only (U alone),opus48,s2,truthy_falsehood,4
ethics-only (U alone),opus48,s2,truthy_falsehood,3
ethics-only (U alone),opus48,s2,truthy_falsehood,4
ethics-only (U alone),opus48,s2,truthy_falsehood,4
ethics-only (U alone),opus48,s2,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s2,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s2,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s2,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s2,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s2,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s2,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s2,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s2,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s2,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s2,truthy_falsehood,4
ethics-only (U alone),gpt55,s2,blatant_falsehood,5
ethics-only (U alone),gpt55,s2,blatant_falsehood,5
ethics-only (U alone),gpt55,s2,blatant_falsehood,5
ethics-only (U alone),gpt55,s2,blatant_falsehood,5
ethics-only (U alone),gpt55,s2,blatant_falsehood,5
ethics-only (U alone),gpt55,s2,blatant_falsehood,5
ethics-only (U alone),gpt55,s2,blatant_falsehood,5
ethics-only (U alone),gpt55,s2,blatant_falsehood,4
ethics-only (U alone),gpt55,s2,blatant_falsehood,5
ethics-only (U alone),gpt55,s2,blatant_falsehood,5
ethics-only (U alone),opus48,s2,blatant_falsehood,5
ethics-only (U alone),opus48,s2,blatant_falsehood,5
ethics-only (U alone),opus48,s2,blatant_falsehood,5
ethics-only (U alone),opus48,s2,blatant_falsehood,5
ethics-only (U alone),opus48,s2,blatant_falsehood,5
ethics-only (U alone),opus48,s2,blatant_falsehood,5
ethics-only (U alone),opus48,s2,blatant_falsehood,5
ethics-only (U alone),opus48,s2,blatant_falsehood,5
ethics-only (U alone),opus48,s2,blatant_falsehood,5
ethics-only (U alone),opus48,s2,blatant_falsehood,5
ethics-only (U alone),gemini3pro,s2,blatant_falsehood,5
ethics-only (U alone),gemini3pro,s2,blatant_falsehood,5
ethics-only (U alone),gemini3pro,s2,blatant_falsehood,4
ethics-only (U alone),gemini3pro,s2,blatant_falsehood,4
ethics-only (U alone),gemini3pro,s2,blatant_falsehood,5
ethics-only (U alone),gemini3pro,s2,blatant_falsehood,5
ethics-only (U alone),gemini3pro,s2,blatant_falsehood,5
ethics-only (U alone),gemini3pro,s2,blatant_falsehood,3
ethics-only (U alone),gemini3pro,s2,blatant_falsehood,3
ethics-only (U alone),gemini3pro,s2,blatant_falsehood,4
ethics-only (U alone),gpt55,s4,fully_true,1
ethics-only (U alone),gpt55,s4,fully_true,1
ethics-only (U alone),gpt55,s4,fully_true,1
ethics-only (U alone),gpt55,s4,fully_true,1
ethics-only (U alone),gpt55,s4,fully_true,2
ethics-only (U alone),gpt55,s4,fully_true,1
ethics-only (U alone),gpt55,s4,fully_true,1
ethics-only (U alone),gpt55,s4,fully_true,1
ethics-only (U alone),gpt55,s4,fully_true,1
ethics-only (U alone),gpt55,s4,fully_true,1
ethics-only (U alone),opus48,s4,fully_true,1
ethics-only (U alone),opus48,s4,fully_true,1
ethics-only (U alone),opus48,s4,fully_true,1
ethics-only (U alone),opus48,s4,fully_true,1
ethics-only (U alone),opus48,s4,fully_true,1
ethics-only (U alone),opus48,s4,fully_true,1
ethics-only (U alone),opus48,s4,fully_true,1
ethics-only (U alone),opus48,s4,fully_true,1
ethics-only (U alone),opus48,s4,fully_true,1
ethics-only (U alone),opus48,s4,fully_true,1
ethics-only (U alone),gemini3pro,s4,fully_true,1
ethics-only (U alone),gemini3pro,s4,fully_true,1
ethics-only (U alone),gemini3pro,s4,fully_true,1
ethics-only (U alone),gemini3pro,s4,fully_true,1
ethics-only (U alone),gemini3pro,s4,fully_true,1
ethics-only (U alone),gemini3pro,s4,fully_true,1
ethics-only (U alone),gemini3pro,s4,fully_true,1
ethics-only (U alone),gemini3pro,s4,fully_true,1
ethics-only (U alone),gemini3pro,s4,fully_true,1
ethics-only (U alone),gemini3pro,s4,fully_true,1
ethics-only (U alone),gpt55,s4,palter,1
ethics-only (U alone),gpt55,s4,palter,1
ethics-only (U alone),gpt55,s4,palter,1
ethics-only (U alone),gpt55,s4,palter,1
ethics-only (U alone),gpt55,s4,palter,2
ethics-only (U alone),gpt55,s4,palter,1
ethics-only (U alone),gpt55,s4,palter,1
ethics-only (U alone),gpt55,s4,palter,1
ethics-only (U alone),gpt55,s4,palter,1
ethics-only (U alone),gpt55,s4,palter,1
ethics-only (U alone),opus48,s4,palter,1
ethics-only (U alone),opus48,s4,palter,1
ethics-only (U alone),opus48,s4,palter,1
ethics-only (U alone),opus48,s4,palter,1
ethics-only (U alone),opus48,s4,palter,1
ethics-only (U alone),opus48,s4,palter,1
ethics-only (U alone),opus48,s4,palter,1
ethics-only (U alone),opus48,s4,palter,1
ethics-only (U alone),opus48,s4,palter,1
ethics-only (U alone),opus48,s4,palter,1
ethics-only (U alone),gemini3pro,s4,palter,1
ethics-only (U alone),gemini3pro,s4,palter,1
ethics-only (U alone),gemini3pro,s4,palter,1
ethics-only (U alone),gemini3pro,s4,palter,1
ethics-only (U alone),gemini3pro,s4,palter,1
ethics-only (U alone),gemini3pro,s4,palter,1
ethics-only (U alone),gemini3pro,s4,palter,1
ethics-only (U alone),gemini3pro,s4,palter,1
ethics-only (U alone),gemini3pro,s4,palter,1
ethics-only (U alone),gemini3pro,s4,palter,1
ethics-only (U alone),gpt55,s4,truthy_falsehood,4
ethics-only (U alone),gpt55,s4,truthy_falsehood,4
ethics-only (U alone),gpt55,s4,truthy_falsehood,4
ethics-only (U alone),gpt55,s4,truthy_falsehood,4
ethics-only (U alone),gpt55,s4,truthy_falsehood,4
ethics-only (U alone),gpt55,s4,truthy_falsehood,4
ethics-only (U alone),gpt55,s4,truthy_falsehood,4
ethics-only (U alone),gpt55,s4,truthy_falsehood,3
ethics-only (U alone),gpt55,s4,truthy_falsehood,4
ethics-only (U alone),gpt55,s4,truthy_falsehood,4
ethics-only (U alone),opus48,s4,truthy_falsehood,3
ethics-only (U alone),opus48,s4,truthy_falsehood,3
ethics-only (U alone),opus48,s4,truthy_falsehood,3
ethics-only (U alone),opus48,s4,truthy_falsehood,3
ethics-only (U alone),opus48,s4,truthy_falsehood,3
ethics-only (U alone),opus48,s4,truthy_falsehood,3
ethics-only (U alone),opus48,s4,truthy_falsehood,3
ethics-only (U alone),opus48,s4,truthy_falsehood,3
ethics-only (U alone),opus48,s4,truthy_falsehood,3
ethics-only (U alone),opus48,s4,truthy_falsehood,3
ethics-only (U alone),gemini3pro,s4,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s4,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s4,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s4,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s4,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s4,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s4,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s4,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s4,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s4,truthy_falsehood,1
ethics-only (U alone),gpt55,s4,blatant_falsehood,4
ethics-only (U alone),gpt55,s4,blatant_falsehood,4
ethics-only (U alone),gpt55,s4,blatant_falsehood,4
ethics-only (U alone),gpt55,s4,blatant_falsehood,3
ethics-only (U alone),gpt55,s4,blatant_falsehood,4
ethics-only (U alone),gpt55,s4,blatant_falsehood,4
ethics-only (U alone),gpt55,s4,blatant_falsehood,3
ethics-only (U alone),gpt55,s4,blatant_falsehood,3
ethics-only (U alone),gpt55,s4,blatant_falsehood,4
ethics-only (U alone),gpt55,s4,blatant_falsehood,3
ethics-only (U alone),opus48,s4,blatant_falsehood,3
ethics-only (U alone),opus48,s4,blatant_falsehood,3
ethics-only (U alone),opus48,s4,blatant_falsehood,3
ethics-only (U alone),opus48,s4,blatant_falsehood,3
ethics-only (U alone),opus48,s4,blatant_falsehood,3
ethics-only (U alone),opus48,s4,blatant_falsehood,3
ethics-only (U alone),opus48,s4,blatant_falsehood,3
ethics-only (U alone),opus48,s4,blatant_falsehood,3
ethics-only (U alone),opus48,s4,blatant_falsehood,3
ethics-only (U alone),opus48,s4,blatant_falsehood,3
ethics-only (U alone),gemini3pro,s4,blatant_falsehood,2
ethics-only (U alone),gemini3pro,s4,blatant_falsehood,1
ethics-only (U alone),gemini3pro,s4,blatant_falsehood,1
ethics-only (U alone),gemini3pro,s4,blatant_falsehood,1
ethics-only (U alone),gemini3pro,s4,blatant_falsehood,1
ethics-only (U alone),gemini3pro,s4,blatant_falsehood,1
ethics-only (U alone),gemini3pro,s4,blatant_falsehood,3
ethics-only (U alone),gemini3pro,s4,blatant_falsehood,1
ethics-only (U alone),gemini3pro,s4,blatant_falsehood,1
ethics-only (U alone),gemini3pro,s4,blatant_falsehood,1
ethics-only (U alone),gpt55,s12,fully_true,1
ethics-only (U alone),gpt55,s12,fully_true,1
ethics-only (U alone),gpt55,s12,fully_true,1
ethics-only (U alone),gpt55,s12,fully_true,1
ethics-only (U alone),gpt55,s12,fully_true,2
ethics-only (U alone),gpt55,s12,fully_true,1
ethics-only (U alone),gpt55,s12,fully_true,1
ethics-only (U alone),gpt55,s12,fully_true,1
ethics-only (U alone),gpt55,s12,fully_true,1
ethics-only (U alone),gpt55,s12,fully_true,1
ethics-only (U alone),opus48,s12,fully_true,1
ethics-only (U alone),opus48,s12,fully_true,1
ethics-only (U alone),opus48,s12,fully_true,1
ethics-only (U alone),opus48,s12,fully_true,1
ethics-only (U alone),opus48,s12,fully_true,1
ethics-only (U alone),opus48,s12,fully_true,2
ethics-only (U alone),opus48,s12,fully_true,1
ethics-only (U alone),opus48,s12,fully_true,1
ethics-only (U alone),opus48,s12,fully_true,1
ethics-only (U alone),opus48,s12,fully_true,1
ethics-only (U alone),gemini3pro,s12,fully_true,1
ethics-only (U alone),gemini3pro,s12,fully_true,1
ethics-only (U alone),gemini3pro,s12,fully_true,1
ethics-only (U alone),gemini3pro,s12,fully_true,1
ethics-only (U alone),gemini3pro,s12,fully_true,1
ethics-only (U alone),gemini3pro,s12,fully_true,1
ethics-only (U alone),gemini3pro,s12,fully_true,1
ethics-only (U alone),gemini3pro,s12,fully_true,1
ethics-only (U alone),gemini3pro,s12,fully_true,1
ethics-only (U alone),gemini3pro,s12,fully_true,1
ethics-only (U alone),gpt55,s12,palter,1
ethics-only (U alone),gpt55,s12,palter,1
ethics-only (U alone),gpt55,s12,palter,1
ethics-only (U alone),gpt55,s12,palter,1
ethics-only (U alone),gpt55,s12,palter,1
ethics-only (U alone),gpt55,s12,palter,1
ethics-only (U alone),gpt55,s12,palter,1
ethics-only (U alone),gpt55,s12,palter,1
ethics-only (U alone),gpt55,s12,palter,1
ethics-only (U alone),gpt55,s12,palter,1
ethics-only (U alone),opus48,s12,palter,2
ethics-only (U alone),opus48,s12,palter,2
ethics-only (U alone),opus48,s12,palter,2
ethics-only (U alone),opus48,s12,palter,2
ethics-only (U alone),opus48,s12,palter,2
ethics-only (U alone),opus48,s12,palter,2
ethics-only (U alone),opus48,s12,palter,2
ethics-only (U alone),opus48,s12,palter,2
ethics-only (U alone),opus48,s12,palter,2
ethics-only (U alone),opus48,s12,palter,2
ethics-only (U alone),gemini3pro,s12,palter,1
ethics-only (U alone),gemini3pro,s12,palter,1
ethics-only (U alone),gemini3pro,s12,palter,1
ethics-only (U alone),gemini3pro,s12,palter,1
ethics-only (U alone),gemini3pro,s12,palter,1
ethics-only (U alone),gemini3pro,s12,palter,1
ethics-only (U alone),gemini3pro,s12,palter,1
ethics-only (U alone),gemini3pro,s12,palter,1
ethics-only (U alone),gemini3pro,s12,palter,1
ethics-only (U alone),gemini3pro,s12,palter,1
ethics-only (U alone),gpt55,s12,truthy_falsehood,4
ethics-only (U alone),gpt55,s12,truthy_falsehood,4
ethics-only (U alone),gpt55,s12,truthy_falsehood,4
ethics-only (U alone),gpt55,s12,truthy_falsehood,4
ethics-only (U alone),gpt55,s12,truthy_falsehood,4
ethics-only (U alone),gpt55,s12,truthy_falsehood,4
ethics-only (U alone),gpt55,s12,truthy_falsehood,4
ethics-only (U alone),gpt55,s12,truthy_falsehood,4
ethics-only (U alone),gpt55,s12,truthy_falsehood,4
ethics-only (U alone),gpt55,s12,truthy_falsehood,4
ethics-only (U alone),opus48,s12,truthy_falsehood,3
ethics-only (U alone),opus48,s12,truthy_falsehood,3
ethics-only (U alone),opus48,s12,truthy_falsehood,3
ethics-only (U alone),opus48,s12,truthy_falsehood,3
ethics-only (U alone),opus48,s12,truthy_falsehood,3
ethics-only (U alone),opus48,s12,truthy_falsehood,3
ethics-only (U alone),opus48,s12,truthy_falsehood,3
ethics-only (U alone),opus48,s12,truthy_falsehood,3
ethics-only (U alone),opus48,s12,truthy_falsehood,3
ethics-only (U alone),opus48,s12,truthy_falsehood,3
ethics-only (U alone),gemini3pro,s12,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s12,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s12,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s12,truthy_falsehood,3
ethics-only (U alone),gemini3pro,s12,truthy_falsehood,4
ethics-only (U alone),gemini3pro,s12,truthy_falsehood,3
ethics-only (U alone),gemini3pro,s12,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s12,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s12,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s12,truthy_falsehood,2
ethics-only (U alone),gpt55,s12,blatant_falsehood,6
ethics-only (U alone),gpt55,s12,blatant_falsehood,6
ethics-only (U alone),gpt55,s12,blatant_falsehood,6
ethics-only (U alone),gpt55,s12,blatant_falsehood,6
ethics-only (U alone),gpt55,s12,blatant_falsehood,6
ethics-only (U alone),gpt55,s12,blatant_falsehood,6
ethics-only (U alone),gpt55,s12,blatant_falsehood,6
